0.0,0.0,0.0,-0.16855593,0.4631138,-0.16049337,-0.57363856,0.65652436,-0.25689876,-0.9377344,0.60403967,-0.29837695,-1.1190057,0.50456864,-0.33646157,-0.77667713,0.32479998,-0.5036046,-1.2800112,0.70286846,-0.6595853,-1.5627605,0.9039224,-0.7455812,-1.7982163,1.0340801,-0.79622185,-0.8980374,0.061611474,-0.43558344,-1.5317073,0.2738035,-0.5674647,-1.9157913,0.37034622,-0.6087277,-2.2198987,0.40908816,-0.62431663,-0.91059285,-0.09283715,-0.34289235,-1.1674657,0.24503563,-0.4243542,-1.0412438,0.37870926,-0.3692549,-0.88787675,0.3788446,-0.2988339,-0.8579528,-0.1443273,-0.2579567,-1.0287392,0.17061661,-0.3194141,-0.9292756,0.2940938,-0.25439388,-0.795476,0.28733563,-0.17715478
0.0,0.0,0.0,-0.16797636,0.45511997,-0.19640717,-0.5674751,0.6309337,-0.30504492,-0.94439554,0.5650451,-0.3475424,-1.1348121,0.46086115,-0.3817569,-0.76949036,0.30887625,-0.5498734,-1.2923493,0.666736,-0.71103674,-1.5877597,0.85991067,-0.7890456,-1.8318301,0.97849065,-0.8330306,-0.88534075,0.05900826,-0.46118298,-1.517875,0.26493183,-0.6134768,-1.9164588,0.35839844,-0.66095877,-2.229611,0.39713016,-0.6794045,-0.9074274,-0.08010974,-0.34797597,-1.1801412,0.2339843,-0.44033718,-1.0802355,0.3739749,-0.3855078,-0.93324906,0.41052088,-0.31436855,-0.8767082,-0.12338571,-0.24584737,-1.0559868,0.17198572,-0.31648567,-0.97727275,0.2869541,-0.26074848,-0.8470541,0.30601257,-0.18853931
0.0,0.0,0.0,-0.21639535,0.44234475,-0.17187466,-0.63208836,0.60581416,-0.24949524,-0.99330044,0.5305515,-0.27959865,-1.1717503,0.42716128,-0.2977631,-0.8632955,0.29788688,-0.37311202,-1.3650044,0.613365,-0.51892275,-1.6606207,0.79473287,-0.60819024,-1.8956643,0.91264135,-0.6592598,-0.9501206,0.052224465,-0.3074792,-1.5453581,0.20953669,-0.42282704,-1.9202006,0.2698858,-0.46578145,-2.2211728,0.2825942,-0.4801779,-0.9448107,-0.089064546,-0.23434412,-1.182272,0.17877674,-0.3257521,-1.0674994,0.27972475,-0.29227173,-0.92537236,0.29466537,-0.23158443,-0.8921414,-0.1423058,-0.17399566,-1.0539474,0.12053243,-0.24712923,-0.964548,0.21338162,-0.2010167,-0.84210205,0.22469805,-0.13409318
0.0,0.0,0.0,0.51613796,0.13546109,-0.0609104,0.97243047,0.35271448,-0.18079494,1.2606695,0.6825173,-0.32968473,1.4476877,0.9890236,-0.4872121,1.218531,-0.24710657,-0.17744678,1.5735527,0.3143538,-0.39910805,1.7503475,0.62010807,-0.5776978,1.9142967,0.86445767,-0.70250684,0.91956073,-0.26665562,-0.28862253,1.1644455,0.44107738,-0.51042444,1.1947657,0.75484776,-0.63037026,1.2771176,0.960581,-0.71045333,0.5934503,-0.16113359,-0.40501028,0.75003743,0.5443706,-0.570101,0.5892038,0.577128,-0.577028,0.5016383,0.51026016,-0.5662909,0.2954567,0.0004811942,-0.5401197,0.4566459,0.55189854,-0.59771544,0.33511925,0.5598305,-0.5410536,0.2506276,0.46415174,-0.4950475
0.0,0.0,0.0,0.47187412,0.09109334,-0.03988412,0.9082447,0.2203939,-0.13590738,1.1844697,0.44504482,-0.25142372,1.3651308,0.6558633,-0.37059623,1.1771606,-0.21044827,-0.19028956,1.5188761,0.3094723,-0.39539135,1.7009766,0.5935092,-0.5510752,1.8605992,0.8175888,-0.65865505,0.9319191,-0.2111851,-0.29483494,1.1937531,0.47589678,-0.52279526,1.2761593,0.83231217,-0.62238985,1.3969163,1.0854049,-0.6771994,0.6511512,-0.099529535,-0.40002775,0.798577,0.5510762,-0.56182784,0.63002175,0.5719549,-0.53973997,0.53364784,0.49472556,-0.502946,0.37763616,0.062589385,-0.52062434,0.5206606,0.5754462,-0.5770012,0.39463326,0.57070315,-0.50709975,0.30127394,0.47344616,-0.44664007
0.0,0.0,0.0,0.47624555,0.07751514,-0.04090044,0.94097006,0.27220687,-0.15345109,1.1974208,0.60868233,-0.28728822,1.3451515,0.86081994,-0.42685694,1.1861577,-0.1163229,-0.25575233,1.5314887,0.42512012,-0.47558764,1.732467,0.7335321,-0.63585424,1.9117774,0.9802526,-0.7501086,0.9234114,-0.09661433,-0.37145272,1.2150879,0.6021644,-0.6219655,1.2702829,1.0035895,-0.7283236,1.355506,1.286218,-0.78993607,0.6331257,0.025910387,-0.4822844,0.78175426,0.72956526,-0.6537129,0.596867,0.7455255,-0.61396074,0.49040338,0.6375217,-0.56950235,0.35313672,0.19197826,-0.6081305,0.46849433,0.73983437,-0.67224026,0.34202945,0.7381515,-0.59124553,0.26468143,0.6218746,-0.5260005
0.0,0.0,0.0,0.43996498,0.039686248,-0.05222869,0.8934806,0.22441214,-0.18420428,1.144557,0.53999084,-0.33044967,1.2896496,0.7487514,-0.48189357,1.137617,-0.084561355,-0.3326855,1.5000097,0.42726985,-0.54583496,1.6930847,0.71363616,-0.68661416,1.8426299,0.94867945,-0.7898155,0.89617234,-0.04309452,-0.4416085,1.1987948,0.61904424,-0.6838753,1.2984563,0.9974121,-0.7704787,1.3961138,1.2785083,-0.83042955,0.61804134,0.08268884,-0.54229057,0.7810362,0.788184,-0.7173384,0.59099066,0.7844608,-0.6614427,0.48509765,0.66042835,-0.6163668,0.34321657,0.25025803,-0.6560381,0.45248234,0.79482704,-0.74923444,0.34043732,0.7756221,-0.68114525,0.28338048,0.6443553,-0.6274701
0.0,0.0,0.0,0.47359806,0.06666957,-0.032176454,0.9117021,0.2720096,-0.15096948,1.1286587,0.6441391,-0.29519638,1.2444252,0.919041,-0.44658032,1.1765376,-0.09558224,-0.25396422,1.5226407,0.40894282,-0.47628582,1.7117927,0.699513,-0.63984865,1.8819653,0.94354284,-0.7578802,0.92431146,-0.0574344,-0.37729263,1.2102747,0.61337286,-0.6263296,1.2741503,0.97347605,-0.733728,1.3785919,1.2345058,-0.8006305,0.6370789,0.070796,-0.4947301,0.78056383,0.75356466,-0.6634781,0.59655726,0.7408687,-0.6182141,0.5032368,0.618392,-0.5731402,0.35890824,0.231696,-0.62676954,0.46863335,0.7492551,-0.6933844,0.3552655,0.721094,-0.6097621,0.29384166,0.5934854,-0.54321384
0.0,0.0,0.0,0.46041453,0.049873415,-0.055281326,0.9257218,0.25524247,-0.1844602,1.1680598,0.6202082,-0.33099255,1.2956283,0.86763346,-0.48560804,1.150463,-0.107282996,-0.31406605,1.5078319,0.39618814,-0.5198971,1.7016453,0.6737068,-0.6612228,1.8580562,0.9026446,-0.7655507,0.90451473,-0.067004904,-0.42114538,1.1830466,0.602609,-0.6419429,1.2597018,0.95280284,-0.7231395,1.3569728,1.2104675,-0.78327775,0.62024593,0.05799974,-0.52160954,0.7732834,0.7617933,-0.68275774,0.57649624,0.7400395,-0.62694633,0.46887973,0.6167412,-0.5827643,0.34239864,0.21764536,-0.63668084,0.46778512,0.75515264,-0.7156387,0.35978338,0.7297847,-0.6396817,0.29471666,0.6010588,-0.5815751
0.0,0.0,0.0,0.4481856,0.046416163,-0.045684736,0.89064586,0.2150725,-0.16380823,1.1486832,0.49594894,-0.2984012,1.3005595,0.67760193,-0.43824142,1.1456196,-0.102557264,-0.29741094,1.5102865,0.3951783,-0.51261073,1.7093545,0.6778382,-0.6562963,1.8676267,0.9051128,-0.75900203,0.91088015,-0.06836296,-0.4069692,1.2079972,0.5851731,-0.6523683,1.2947736,0.95992273,-0.745344,1.3937666,1.237409,-0.8029849,0.6333105,0.057185315,-0.5085294,0.76714754,0.75192213,-0.68255717,0.5794485,0.7381818,-0.63064677,0.48239923,0.61475277,-0.58297867,0.35485598,0.221764,-0.6233629,0.44351184,0.7597308,-0.7072622,0.34044364,0.7273628,-0.6343623,0.28939226,0.5938412,-0.5745383
